id,source,images,attributes,game,set,functional_name,item_name
6c855f2b-843b-4565-a292-0a7ba40bd238,third-party-document,"[""on-the-edge_limited-edition_frogbreath""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Frogbreath"", ""item_name"": ""Frogbreath"", ""name_printed"": ""Frogbreath"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""100"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Frogbreath,Frogbreath
053ff52d-6235-4619-b492-6e8b0a4f58dc,third-party-document,"[""on-the-edge_limited-edition_fury""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Fury"", ""item_name"": ""Fury"", ""name_printed"": ""Fury"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""101"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Fury,Fury
5d702021-0616-4970-9986-e3d2c34c01b5,third-party-document,"[""on-the-edge_limited-edition_gang-a-gley""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Gang A-Gley"", ""item_name"": ""Gang A-Gley"", ""name_printed"": ""Gang A-Gley"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""102"", ""artist_name_provided"": ""Ferguson""}",On the Edge,Limited Edition,Gang A-Gley,Gang A-Gley
e4dbf615-4322-4a41-ae36-2eb3ac9109cd,third-party-document,"[""on-the-edge_limited-edition_genetic-prejudice""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Genetic Prejudice"", ""item_name"": ""Genetic Prejudice"", ""name_printed"": ""Genetic Prejudice"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""103"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Genetic Prejudice,Genetic Prejudice
1c8b5753-4eb2-4cb2-8769-0d6b69f36e8d,third-party-document,"[""on-the-edge_limited-edition_frank-germaine""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Frank Germaine"", ""item_name"": ""Frank Germaine"", ""name_printed"": ""Frank Germaine"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""104"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,Frank Germaine,Frank Germaine
89fdb165-de42-40c0-b9dc-8006f1fe9e5e,third-party-document,"[""on-the-edge_limited-edition_good-luck""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Good Luck"", ""item_name"": ""Good Luck"", ""name_printed"": ""Good Luck"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""105"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Good Luck,Good Luck
309f0a8e-8af1-4c5d-815c-8c03972163df,third-party-document,"[""on-the-edge_limited-edition_gremlins""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Gremlins"", ""item_name"": ""Gremlins"", ""name_printed"": ""Gremlins"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""106"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Gremlins,Gremlins
6c530e0e-fecc-437e-acbb-f8547127a91b,third-party-document,"[""on-the-edge_limited-edition_deborah-grierson""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Deborah Grierson"", ""item_name"": ""Deborah Grierson"", ""name_printed"": ""Deborah Grierson"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""107"", ""artist_name_provided"": ""Snyder""}",On the Edge,Limited Edition,Deborah Grierson,Deborah Grierson
98dcdfa8-f3cf-40d1-a49c-6742c4c81701,third-party-document,"[""on-the-edge_limited-edition_erik-gudne""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Erik Gudne"", ""item_name"": ""Erik Gudne"", ""name_printed"": ""Erik Gudne"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""108"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Erik Gudne,Erik Gudne
b54f8f5e-7aef-42af-9698-fc9d2216bfce,third-party-document,"[""on-the-edge_limited-edition_anwar-hallajin""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Anwar Hallajin"", ""item_name"": ""Anwar Hallajin"", ""name_printed"": ""Anwar Hallajin"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""109"", ""artist_name_provided"": ""Tobiason""}",On the Edge,Limited Edition,Anwar Hallajin,Anwar Hallajin
24b48fc0-34f5-4023-bffa-e7ec3a6c6034,third-party-document,"[""on-the-edge_limited-edition_umar-halleen""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Umar Halleen"", ""item_name"": ""Umar Halleen"", ""name_printed"": ""Umar Halleen"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""110"", ""artist_name_provided"": ""Lancaster""}",On the Edge,Limited Edition,Umar Halleen,Umar Halleen
a01da3ed-c585-4f41-b930-0504508781f3,third-party-document,"[""on-the-edge_limited-edition_twilight-hammer""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Twilight Hammer"", ""item_name"": ""Twilight Hammer"", ""name_printed"": ""Twilight Hammer"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""111"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,Twilight Hammer,Twilight Hammer
ae914c60-cc55-4f8d-a1ea-b3cdf33a47d6,third-party-document,"[""on-the-edge_limited-edition_barber-hammock""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Barber Hammock"", ""item_name"": ""Barber Hammock"", ""name_printed"": ""Barber Hammock"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""112"", ""artist_name_provided"": ""Booker""}",On the Edge,Limited Edition,Barber Hammock,Barber Hammock
f7c34b0f-8057-4204-b56a-0753c2e0493e,third-party-document,"[""on-the-edge_limited-edition_leif-hardarson""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Leif Hardarson"", ""item_name"": ""Leif Hardarson"", ""name_printed"": ""Leif Hardarson"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""113"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Leif Hardarson,Leif Hardarson
1577f776-83b7-4104-ac24-3fd20fb4b6a3,third-party-document,"[""on-the-edge_limited-edition_hank-henderson""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hank Henderson"", ""item_name"": ""Hank Henderson"", ""name_printed"": ""Hank Henderson"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""114"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Hank Henderson,Hank Henderson
d61e209d-89d8-4d4c-a04e-ee9b1fe3918d,third-party-document,"[""on-the-edge_limited-edition_saxolf-hermann""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Saxolf Hermann"", ""item_name"": ""Saxolf Hermann"", ""name_printed"": ""Saxolf Hermann"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""115"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Saxolf Hermann,Saxolf Hermann
809dfd9f-0c8a-4831-8172-79a437e95ebe,third-party-document,"[""on-the-edge_limited-edition_hidden-gear""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hidden Gear"", ""item_name"": ""Hidden Gear"", ""name_printed"": ""Hidden Gear"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""116"", ""artist_name_provided"": ""Kirkbride""}",On the Edge,Limited Edition,Hidden Gear,Hidden Gear
1f8f600d-e1e5-41e0-80ef-bffb7c5b07c1,third-party-document,"[""on-the-edge_limited-edition_kunigunde-himmelsbach""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Kunigunde Himmelsbach"", ""item_name"": ""Kunigunde Himmelsbach"", ""name_printed"": ""Kunigunde Himmelsbach"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""117"", ""artist_name_provided"": ""Kimble""}",On the Edge,Limited Edition,Kunigunde Himmelsbach,Kunigunde Himmelsbach
b84fe774-a77a-4310-ace4-eb6b658c2d4b,third-party-document,"[""on-the-edge_limited-edition_hostage""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hostage"", ""item_name"": ""Hostage"", ""name_printed"": ""Hostage"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""118"", ""artist_name_provided"": ""Booker""}",On the Edge,Limited Edition,Hostage,Hostage
20b62980-a36f-4224-984c-87162bceb612,third-party-document,"[""on-the-edge_limited-edition_hostility-channeler""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hostility Channeler"", ""item_name"": ""Hostility Channeler"", ""name_printed"": ""Hostility Channeler"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""119"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Hostility Channeler,Hostility Channeler
2d566192-5b10-4d7a-9cdb-c2e7345dec57,third-party-document,"[""on-the-edge_limited-edition_hostility-detector""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hostility Detector"", ""item_name"": ""Hostility Detector"", ""name_printed"": ""Hostility Detector"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""120"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Hostility Detector,Hostility Detector
d1a735d2-1df5-455c-afef-4ef7e1d6957f,third-party-document,"[""on-the-edge_limited-edition_human-ch'i-gun""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Human Ch'i Gun"", ""item_name"": ""Human Ch'i Gun"", ""name_printed"": ""Human Ch'i Gun"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""121"", ""artist_name_provided"": ""Marshall""}",On the Edge,Limited Edition,Human Ch'i Gun,Human Ch'i Gun
1c8f4e4f-18fc-4bd6-b4e4-575c7abece88,third-party-document,"[""on-the-edge_limited-edition_hypno-disc""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hypno-Disc"", ""item_name"": ""Hypno-Disc"", ""name_printed"": ""Hypno-Disc"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""122"", ""artist_name_provided"": ""Marshall""}",On the Edge,Limited Edition,Hypno-Disc,Hypno-Disc
0fe28e85-461e-4d22-8af9-a94449d31492,third-party-document,"[""on-the-edge_limited-edition_isa-ifaq""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Isa Ifaq"", ""item_name"": ""Isa Ifaq"", ""name_printed"": ""Isa Ifaq"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""123"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,Isa Ifaq,Isa Ifaq
5a7eb493-4dfc-43e1-a426-7790339a2911,third-party-document,"[""on-the-edge_limited-edition_immunity""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Immunity"", ""item_name"": ""Immunity"", ""name_printed"": ""Immunity"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""124"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Immunity,Immunity
6566665c-7073-4be2-980c-66581f9aca5b,third-party-document,"[""on-the-edge_limited-edition_inspiration""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Inspiration"", ""item_name"": ""Inspiration"", ""name_printed"": ""Inspiration"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""125"", ""artist_name_provided"": ""Olson""}",On the Edge,Limited Edition,Inspiration,Inspiration
d42f4d69-dca9-47ca-a370-1f9b0ead234b,third-party-document,"[""on-the-edge_limited-edition_intelligence-contacts""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Intelligence Contacts"", ""item_name"": ""Intelligence Contacts"", ""name_printed"": ""Intelligence Contacts"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""126"", ""artist_name_provided"": ""Barber""}",On the Edge,Limited Edition,Intelligence Contacts,Intelligence Contacts
34725fe1-e5ca-48e8-899d-a4241705c541,third-party-document,"[""on-the-edge_limited-edition_international-influence""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""International Influence"", ""item_name"": ""International Influence"", ""name_printed"": ""International Influence"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""127"", ""artist_name_provided"": ""Walsh""}",On the Edge,Limited Edition,International Influence,International Influence
9e6ef5ff-f91c-497d-a8d6-4ff12072ef8f,third-party-document,"[""on-the-edge_limited-edition_mamduh-jalla""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mamduh Jalla"", ""item_name"": ""Mamduh Jalla"", ""name_printed"": ""Mamduh Jalla"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""128"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,Mamduh Jalla,Mamduh Jalla
c739be72-d410-4209-b9c8-112b0fba1db5,third-party-document,"[""on-the-edge_limited-edition_karmic-assassin""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Karmic Assassin"", ""item_name"": ""Karmic Assassin"", ""name_printed"": ""Karmic Assassin"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""129"", ""artist_name_provided"": ""Slark""}",On the Edge,Limited Edition,Karmic Assassin,Karmic Assassin
3e8476f8-f18a-419b-a881-1d31e7ff05b9,third-party-document,"[""on-the-edge_limited-edition_johnny-kazoo""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Johnny Kazoo"", ""item_name"": ""Johnny Kazoo"", ""name_printed"": ""Johnny Kazoo"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""130"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,Johnny Kazoo,Johnny Kazoo
a4c27ca7-886b-45a5-bea4-dd081a1fff00,third-party-document,"[""on-the-edge_limited-edition_kergillian-implant""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Kergillian Implant"", ""item_name"": ""Kergillian Implant"", ""name_printed"": ""Kergillian Implant"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""131"", ""artist_name_provided"": ""Shuler""}",On the Edge,Limited Edition,Kergillian Implant,Kergillian Implant
2b7717fe-ab2b-4ff0-889b-1a288ae91c45,third-party-document,"[""on-the-edge_limited-edition_kidnap""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Kidnap"", ""item_name"": ""Kidnap"", ""name_printed"": ""Kidnap"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""132"", ""artist_name_provided"": ""Menges""}",On the Edge,Limited Edition,Kidnap,Kidnap
58284b99-3527-4431-b127-b0bdff73c99a,third-party-document,"[""on-the-edge_limited-edition_hans-knudson""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Hans Knudson"", ""item_name"": ""Hans Knudson"", ""name_printed"": ""Hans Knudson"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""133"", ""artist_name_provided"": ""Raupp""}",On the Edge,Limited Edition,Hans Knudson,Hans Knudson
e5b9ec4f-275e-4072-a495-db3b91d8ec03,third-party-document,"[""on-the-edge_limited-edition_joey-ko""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Joey Ko"", ""item_name"": ""Joey Ko"", ""name_printed"": ""Joey Ko"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""134"", ""artist_name_provided"": ""Kirkbride""}",On the Edge,Limited Edition,Joey Ko,Joey Ko
d176b413-d073-4569-98ab-66ae6ff3d86c,third-party-document,"[""on-the-edge_limited-edition_rigor-kwasek""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Rigor Kwasek"", ""item_name"": ""Rigor Kwasek"", ""name_printed"": ""Rigor Kwasek"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""135"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Rigor Kwasek,Rigor Kwasek
b068f5e2-6067-46cf-ba62-901335928cc1,third-party-document,"[""on-the-edge_limited-edition_latent-hero""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Latent Hero"", ""item_name"": ""Latent Hero"", ""name_printed"": ""Latent Hero"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""136"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Latent Hero,Latent Hero
2e44f5f6-85eb-4f3a-b6a6-be0cec773501,third-party-document,"[""on-the-edge_limited-edition_latent-psychic-attack""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Latent Psychic Attack"", ""item_name"": ""Latent Psychic Attack"", ""name_printed"": ""Latent Psychic Attack"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""137"", ""artist_name_provided"": ""Small""}",On the Edge,Limited Edition,Latent Psychic Attack,Latent Psychic Attack
f4cb72ed-f623-4792-8cf7-1c50803093c8,third-party-document,"[""on-the-edge_limited-edition_latent-strength""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Latent Strength"", ""item_name"": ""Latent Strength"", ""name_printed"": ""Latent Strength"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""138"", ""artist_name_provided"": ""Rosa""}",On the Edge,Limited Edition,Latent Strength,Latent Strength
c5a12a88-4111-44c9-bd10-2e63598709d2,third-party-document,"[""on-the-edge_limited-edition_george-lazarus""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""George Lazarus"", ""item_name"": ""George Lazarus"", ""name_printed"": ""George Lazarus"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""139"", ""artist_name_provided"": ""Rosa""}",On the Edge,Limited Edition,George Lazarus,George Lazarus
0aaab639-f9a5-4b3f-a338-64306fe14226,third-party-document,"[""on-the-edge_limited-edition_lee-g'won-foo""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Lee G'won Foo"", ""item_name"": ""Lee G'won Foo"", ""name_printed"": ""Lee G'won Foo"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""140"", ""artist_name_provided"": ""Walden""}",On the Edge,Limited Edition,Lee G'won Foo,Lee G'won Foo
1e6dfabe-660c-4911-89f4-daf439409bf3,third-party-document,"[""on-the-edge_limited-edition_ley-line-nexus""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Ley Line Nexus"", ""item_name"": ""Ley Line Nexus"", ""name_printed"": ""Ley Line Nexus"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""141"", ""artist_name_provided"": ""O'Connor""}",On the Edge,Limited Edition,Ley Line Nexus,Ley Line Nexus
3ac9e7de-11cb-4543-984d-476fe4371581,third-party-document,"[""on-the-edge_limited-edition_loot""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Loot"", ""item_name"": ""Loot"", ""name_printed"": ""Loot"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""142"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Loot,Loot
e8debf4b-6615-4bf2-948c-e55e3279badc,third-party-document,"[""on-the-edge_limited-edition_lope""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Lope"", ""item_name"": ""Lope"", ""name_printed"": ""Lope"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""143"", ""artist_name_provided"": ""Houston""}",On the Edge,Limited Edition,Lope,Lope
36c70c96-e7ab-4da3-914a-7b4f1728f909,third-party-document,"[""on-the-edge_limited-edition_loyalty-conditioning""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Loyalty Conditioning"", ""item_name"": ""Loyalty Conditioning"", ""name_printed"": ""Loyalty Conditioning"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""144"", ""artist_name_provided"": ""Lancaster""}",On the Edge,Limited Edition,Loyalty Conditioning,Loyalty Conditioning
2aad5f1e-a4e1-4459-ad59-5ddad011d2cd,third-party-document,"[""on-the-edge_limited-edition_abel-ludo""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Abel Ludo"", ""item_name"": ""Abel Ludo"", ""name_printed"": ""Abel Ludo"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""145"", ""artist_name_provided"": ""Lancaster""}",On the Edge,Limited Edition,Abel Ludo,Abel Ludo
9d358e96-05b0-49f2-903f-43f48a246ceb,third-party-document,"[""on-the-edge_limited-edition_giovanni-mancini""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Giovanni Mancini"", ""item_name"": ""Giovanni Mancini"", ""name_printed"": ""Giovanni Mancini"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""146"", ""artist_name_provided"": ""Tobiason""}",On the Edge,Limited Edition,Giovanni Mancini,Giovanni Mancini
e6678209-0791-448a-a6e1-f38e83c30dd7,third-party-document,"[""on-the-edge_limited-edition_mantra""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mantra"", ""item_name"": ""Mantra"", ""name_printed"": ""Mantra"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""147"", ""artist_name_provided"": ""Dannheiser""}",On the Edge,Limited Edition,Mantra,Mantra
32d2e5f0-adcb-4bf9-8b4e-7eafdd601e8d,third-party-document,"[""on-the-edge_limited-edition_arwa-marabu""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Arwa Marabu"", ""item_name"": ""Arwa Marabu"", ""name_printed"": ""Arwa Marabu"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""148"", ""artist_name_provided"": ""Cabral""}",On the Edge,Limited Edition,Arwa Marabu,Arwa Marabu
f94b0b95-f440-4c1e-8400-ec7d184f145b,third-party-document,"[""on-the-edge_limited-edition_ricardo-martinez""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Ricardo Martinez"", ""item_name"": ""Ricardo Martinez"", ""name_printed"": ""Ricardo Martinez"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""149"", ""artist_name_provided"": ""Dougherty""}",On the Edge,Limited Edition,Ricardo Martinez,Ricardo Martinez
d2136ed8-5ec6-42ff-8187-c1b0f525c871,third-party-document,"[""on-the-edge_limited-edition_fabrissa-melors""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Fabrissa Melors"", ""item_name"": ""Fabrissa Melors"", ""name_printed"": ""Fabrissa Melors"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""150"", ""artist_name_provided"": ""Shuler""}",On the Edge,Limited Edition,Fabrissa Melors,Fabrissa Melors
320ea9ab-53f4-4e1b-84cd-fd75ef87220e,third-party-document,"[""on-the-edge_limited-edition_military-contacts""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Military Contacts"", ""item_name"": ""Military Contacts"", ""name_printed"": ""Military Contacts"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""151"", ""artist_name_provided"": ""Hotz""}",On the Edge,Limited Edition,Military Contacts,Military Contacts
258ef862-849b-436f-a172-f9e3103f496d,third-party-document,"[""on-the-edge_limited-edition_mind-control-messages""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mind Control Messages"", ""item_name"": ""Mind Control Messages"", ""name_printed"": ""Mind Control Messages"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""152"", ""artist_name_provided"": ""Marshall""}",On the Edge,Limited Edition,Mind Control Messages,Mind Control Messages
f6c86aa7-86de-46a6-8c2a-f2e75ed2045b,third-party-document,"[""on-the-edge_limited-edition_mole""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Mole"", ""item_name"": ""Mole"", ""name_printed"": ""Mole"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""153"", ""artist_name_provided"": ""Kimble""}",On the Edge,Limited Edition,Mole,Mole
d3b9c18e-6737-415f-acd4-ad4f34793513,third-party-document,"[""on-the-edge_limited-edition_molly,-queen-mother-of-baboons""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Molly, Queen Mother of Baboons"", ""item_name"": ""Molly, Queen Mother of Baboons"", ""name_printed"": ""Molly, Queen Mother of Baboons"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""154"", ""artist_name_provided"": ""Kirkbride""}",On the Edge,Limited Edition,"Molly, Queen Mother of Baboons","Molly, Queen Mother of Baboons"
01473b01-6a42-4059-8b52-b6f263b2a35f,third-party-document,"[""on-the-edge_limited-edition_money-talks""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Money Talks"", ""item_name"": ""Money Talks"", ""name_printed"": ""Money Talks"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""155"", ""artist_name_provided"": ""Snyder""}",On the Edge,Limited Edition,Money Talks,Money Talks
824da4ad-5c7f-453e-b726-5f9c0cbde202,third-party-document,"[""on-the-edge_limited-edition_dr.-paulo-montserrat""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Dr. Paulo Montserrat"", ""item_name"": ""Dr. Paulo Montserrat"", ""name_printed"": ""Dr. Paulo Montserrat"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""156"", ""artist_name_provided"": ""Olson""}",On the Edge,Limited Edition,Dr. Paulo Montserrat,Dr. Paulo Montserrat
81ebb4af-06af-400a-9a1f-587303e3e434,third-party-document,"[""on-the-edge_limited-edition_akio-morimoto""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Akio Morimoto"", ""item_name"": ""Akio Morimoto"", ""name_printed"": ""Akio Morimoto"", ""release_date"": ""1994-10"", ""rarity"": ""C"", ""number"": ""157"", ""artist_name_provided"": ""Booker""}",On the Edge,Limited Edition,Akio Morimoto,Akio Morimoto
2684c6fa-43aa-4ea8-b184-e5b107f32492,third-party-document,"[""on-the-edge_limited-edition_multi-dimension""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Multi-Dimension"", ""item_name"": ""Multi-Dimension"", ""name_printed"": ""Multi-Dimension"", ""release_date"": ""1994-10"", ""rarity"": ""U"", ""number"": ""158"", ""artist_name_provided"": ""Snyder""}",On the Edge,Limited Edition,Multi-Dimension,Multi-Dimension
5d2954c7-5657-4aba-bd56-3d562d5dba81,third-party-document,"[""on-the-edge_limited-edition_abdullah-mustafa""]","{""game"": ""On the Edge"", ""set"": ""Limited Edition"", ""functional_name"": ""Abdullah Mustafa"", ""item_name"": ""Abdullah Mustafa"", ""name_printed"": ""Abdullah Mustafa"", ""release_date"": ""1994-10"", ""rarity"": ""R"", ""number"": ""159"", ""artist_name_provided"": ""Cabral""}",On the Edge,Limited Edition,Abdullah Mustafa,Abdullah Mustafa
