id,source,images,attributes,game,set,functional_name,item_name
bad2c30e-790e-4b44-b0e5-99d0f5387d65,item,"[""rage_unlimited-edition_true-silverheels_obverse"", ""rage_unlimited-edition_true-silverheels_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""True Silverheels"", ""item_name"": ""True Silverheels"", ""name_printed"": ""True Silverheels"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""7"", ""tribe"": ""Children of Gaia"", ""auspice"": ""Ahroun"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""5"", ""starting_health"": ""4"", ""battle_rage"": ""6"", ""battle_gnosis"": ""5"", ""battle_health"": ""8"", ""text_printed"": ""True may begin the game armed with a Klaive equipment card."", ""artist_name_printed"": ""William O'Conner""}",Rage,Unlimited Edition,True Silverheels,True Silverheels
15c857c7-e7f6-466e-85be-d4db714a129b,item,"[""rage_unlimited-edition_virus-to-wyrm_obverse"", ""rage_unlimited-edition_virus-to-wyrm_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Virus-to-Wyrm"", ""item_name"": ""Virus-to-Wyrm"", ""name_printed"": ""Virus-to-Wyrm"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""4"", ""tribe"": ""Glass Walkers"", ""auspice"": ""Ahroun"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""4"", ""starting_health"": ""2"", ""battle_rage"": ""5"", ""battle_gnosis"": ""4"", ""battle_health"": ""3"", ""text_printed"": ""Virus is +2 Rage when combating Wyrm opponents, but is still considered Rage 2 for changing to Crinos form."", ""artist_name_printed"": ""Quinton Hoover""}",Rage,Unlimited Edition,Virus-to-Wyrm,Virus-to-Wyrm
6bed8f1c-a4b5-45a6-9f95-265f24ec98b7,item,"[""rage_unlimited-edition_volcheka-ibarruri_obverse"", ""rage_unlimited-edition_volcheka-ibarruri_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Volcheka Ibarruri"", ""item_name"": ""Volcheka Ibarruri"", ""name_printed"": ""Volcheka Ibarruri"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""3"", ""tribe"": ""Black Furies"", ""auspice"": ""Ahroun"", ""breed_form"": ""Lupus"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""2"", ""starting_health"": ""2"", ""battle_rage"": ""4"", ""battle_gnosis"": ""2"", ""battle_health"": ""3"", ""text_printed"": ""No Wendigo will voluntarily initiate or join an attack against Volcheka."", ""artist_name_printed"": ""Matt Haley, Tom Simmons""}",Rage,Unlimited Edition,Volcheka Ibarruri,Volcheka Ibarruri
312ecec2-48ad-4b25-a458-39b88e04696b,item,"[""rage_unlimited-edition_walks-with-might_obverse"", ""rage_unlimited-edition_walks-with-might_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Walks-with-Might"", ""item_name"": ""Walks-with-Might"", ""name_printed"": ""Walks-with-Might"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""9"", ""tribe"": ""Silent Striders"", ""auspice"": ""Ahroun"", ""breed_form"": ""Lupus"", ""battle_form"": ""Crinos"", ""starting_rage"": ""5"", ""starting_gnosis"": ""7"", ""starting_health"": ""5"", ""battle_rage"": ""8"", ""battle_gnosis"": ""7"", ""battle_health"": ""10"", ""text_printed"": ""Walks-with-Might may escape from any combat he is in after the fourth round."", ""artist_name_printed"": ""Steve Casper""}",Rage,Unlimited Edition,Walks-with-Might,Walks-with-Might
4debe3b3-aa72-44d5-8a0f-c55bc15dfd65,item,"[""rage_unlimited-edition_wind-across-the-hills_obverse"", ""rage_unlimited-edition_wind-across-the-hills_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Wind-Across-the-Hills"", ""item_name"": ""Wind-Across-the-Hills"", ""name_printed"": ""Wind-Across-the-Hills"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""1"", ""tribe"": ""Fianna"", ""auspice"": ""Ragabash"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""1"", ""starting_gnosis"": ""2"", ""starting_health"": ""1"", ""battle_rage"": ""1"", ""battle_gnosis"": ""2"", ""battle_health"": ""2"", ""text_printed"": ""Wind-Across-the-Hills is considered Renown zero for purposes of joining pack attacks or defenses."", ""artist_name_printed"": ""Richard Kane Ferguson""}",Rage,Unlimited Edition,Wind-Across-the-Hills,Wind-Across-the-Hills
c8ab369e-4ca8-4fe6-beba-40748763b53d,item,"[""rage_unlimited-edition_zachary-ellison_obverse"", ""rage_unlimited-edition_zachary-ellison_reverse""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Zachary Ellison"", ""item_name"": ""Zachary Ellison"", ""name_printed"": ""Zachary Ellison"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Pack"", ""type_printed"": ""Character"", ""allegiance"": ""Gaia"", ""renown"": ""6"", ""tribe"": ""Shadow Lords"", ""auspice"": ""Philodox"", ""breed_form"": ""Homid"", ""battle_form"": ""Crinos"", ""starting_rage"": ""2"", ""starting_gnosis"": ""7"", ""starting_health"": ""2"", ""battle_rage"": ""6"", ""battle_gnosis"": ""7"", ""battle_health"": ""6"", ""text_printed"": ""Zachary cannot be in any pack unless a Shadow Lord is the highest-Renown character in the pack. Discard Zachary if he is forced into a such a pack."", ""artist_name_printed"": ""Stuart P. Beel""}",Rage,Unlimited Edition,Zachary Ellison,Zachary Ellison
13a1b736-9eb8-4ca8-b0d7-2e9bf165fcb6,item,"[""rage_unlimited-edition_praise-the-malformed"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Praise the Malformed"", ""item_name"": ""Praise the Malformed"", ""name_printed"": ""Praise the Malformed"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Action"", ""requirements"": ""Renown 2; Ragabash"", ""text_printed"": ""A Ragabash may play this card before voting begins. All metis in play must vote as you choose"", ""artist_name_printed"": ""Richard Thomas""}",Rage,Unlimited Edition,Praise the Malformed,Praise the Malformed
d302b1c4-38a4-4009-a228-f7323bc28b94,item,"[""rage_unlimited-edition_quoting-the-litany"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Quoting the Litany"", ""item_name"": ""Quoting the Litany"", ""name_printed"": ""Quoting the Litany"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Action"", ""text_printed"": ""Play this card during any moot to give a Philodox you control double his Renown for 1 vote only."", ""artist_name_printed"": ""D. Alexander Gregory""}",Rage,Unlimited Edition,Quoting the Litany,Quoting the Litany
3ba0ba65-3ebd-4fbc-a2f6-efbbd4d1d663,item,"[""rage_unlimited-edition_shapeshift"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Shapeshift"", ""item_name"": ""Shapeshift"", ""name_printed"": ""Shapeshift"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Action"", ""text_printed"": ""This card can be played at any time by a character in your pack. The character playing this card immediately changes from breed form to Crinos form or from Crinos form to breed form."", ""artist_name_printed"": ""Tony Harris""}",Rage,Unlimited Edition,Shapeshift,Shapeshift
64ba198b-4fb0-418f-b692-5a5db0f7bbc4,item,"[""rage_unlimited-edition_sneak-attack"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Sneak Attack"", ""item_name"": ""Sneak Attack"", ""name_printed"": ""Sneak Attack"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Action"", ""text_printed"": ""The character can circumvent the normal combat protocol and engage any character, ally or enemy in play. If played during the Combat Phase of a turn. Sneak Attack can interrupt the normal alpha attack cycle, but cannot interrupt a combat that has already begun."", ""artist_name_printed"": ""Drew Tucker""}",Rage,Unlimited Edition,Sneak Attack,Sneak Attack
cd14eb3f-1817-4ec5-83d8-41bbc4e62207,item,"[""rage_unlimited-edition_taunt"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Taunt"", ""item_name"": ""Taunt"", ""name_printed"": ""Taunt"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Action"", ""requirements"": ""Ragabash"", ""text_printed"": ""A Ragabash can play this card on any Garou who has just refused a challenge. That Garou immediately accepts the challenge and enters frenzy."", ""artist_name_printed"": ""Richard Kane Ferguson""}",Rage,Unlimited Edition,Taunt,Taunt
235c4dd2-395a-4b8c-a7b3-1744a6bf2f0b,item,"[""rage_unlimited-edition_-wyrm-slayer,--ronin-garou"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""\u0022Wyrm Slayer,\u0022 Ronin Garou"", ""item_name"": ""\u0022Wyrm Slayer,\u0022 Ronin Garou"", ""name_printed"": ""\u0022Wyrm Slayer,\u0022 Ronin Garou"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""4"", ""starting_rage"": ""5"", ""starting_gnosis"": ""2"", ""starting_health"": ""4"", ""requirements"": ""Ahroun, Philodox"", ""text_printed"": ""Regenerates. The Ronin Wyrm Slayer may not vote in moots. Only 1 Wyrm Slayer may be played per game. Wyrm Slayer may not refuse a challenge. This ally is considered to be in Crinos form."", ""artist_name_printed"": ""William O'Conner""}",Rage,Unlimited Edition,"""Wyrm Slayer,"" Ronin Garou","""Wyrm Slayer,"" Ronin Garou"
f845bd5f-a4da-470d-aa7f-abca22ce4cbb,item,"[""rage_unlimited-edition_faerie-kin"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Faerie Kin"", ""item_name"": ""Faerie Kin"", ""name_printed"": ""Faerie Kin"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""3"", ""starting_rage"": ""1"", ""starting_gnosis"": ""6"", ""starting_health"": ""3"", ""requirements"": ""Gnosis 3; Fianna"", ""text_printed"": ""Summons a faerie spirit. A pack can only have one faerie ally at a time. The faerie can use Gifts from any breed or auspice."", ""artist_name_printed"": ""Lawrence Snelly""}",Rage,Unlimited Edition,Faerie Kin,Faerie Kin
bb9a0186-4bbc-48ed-ac11-66bfbd96e19d,item,"[""rage_unlimited-edition_flame-spirit"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Flame Spirit"", ""item_name"": ""Flame Spirit"", ""name_printed"": ""Flame Spirit"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""6"", ""starting_rage"": ""1"", ""starting_gnosis"": ""5"", ""starting_health"": ""3"", ""requirements"": ""Theurge, Uktena"", ""text_printed"": ""The Flame Spirit may launch an aggravated damage 3 attack and burn itself out. A Combat Action may not be played with this attack. If the Flame Spirit burns out, the opponent gains no victory points. The spirit may only be affected by Gifts and Umbral attacks."", ""artist_name_printed"": ""William O'Conner""}",Rage,Unlimited Edition,Flame Spirit,Flame Spirit
5900fd2e-c61b-408f-9b01-1e8bf8736943,item,"[""rage_unlimited-edition_gaffling-pest"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Gaffling Pest"", ""item_name"": ""Gaffling Pest"", ""name_printed"": ""Gaffling Pest"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""5"", ""starting_rage"": ""2"", ""starting_gnosis"": ""3"", ""starting_health"": ""3"", ""requirements"": ""Theurge, Philodox"", ""text_printed"": ""The Gaffling is a minor spirit which is easily summoned and controlled. The Gaffling can use Gifts of any breed."", ""artist_name_printed"": ""Erin Dixon""}",Rage,Unlimited Edition,Gaffling Pest,Gaffling Pest
7d509c1c-8142-4b0d-a94d-84c840b1fbb0,item,"[""rage_unlimited-edition_gangrel-ally"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Gangrel Ally"", ""item_name"": ""Gangrel Ally"", ""name_printed"": ""Gangrel Ally"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""7"", ""starting_rage"": ""6"", ""starting_gnosis"": ""2"", ""starting_health"": ""6"", ""requirements"": ""Bone Gnawers, Glass Walkers"", ""text_printed"": ""Regenerates. The Ganfrel is a vampire who, for whatever reason, has developed a friendship with 1 particular Garou. The Gangrel can only act every other turn. The Gangrel cannot act during the turn he is brought into play."", ""artist_name_printed"": ""Lawrence Snelly""}",Rage,Unlimited Edition,Gangrel Ally,Gangrel Ally
da74c7a5-5052-4f8b-86a7-2a0e5004090a,item,"[""rage_unlimited-edition_kinfolk-enviornmental-activist"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Kinfolk Enviornmental Activist"", ""item_name"": ""Kinfolk Enviornmental Activist"", ""name_printed"": ""Kinfolk Enviornmental Activist"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""0"", ""starting_rage"": ""0"", ""starting_gnosis"": ""0"", ""starting_health"": ""1"", ""requirements"": ""any Garou"", ""text_printed"": ""The Enviornmental Activist can remove 1 member of your pack from the Hunting Grounds per turn."", ""artist_name_printed"": ""Omaha Perez""}",Rage,Unlimited Edition,Kinfolk Enviornmental Activist,Kinfolk Enviornmental Activist
5ce6c216-8e43-4b7b-a807-e0598d06d30d,item,"[""rage_unlimited-edition_kinfolk-small-town-cop"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Kinfolk Small Town Cop"", ""item_name"": ""Kinfolk Small Town Cop"", ""name_printed"": ""Kinfolk Small Town Cop"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""1"", ""starting_rage"": ""3"", ""starting_gnosis"": ""0"", ""starting_health"": ""2"", ""requirements"": ""Homid"", ""text_printed"": ""Once per turn, just before alphas are selected, the Cop can select any 1 chraracter in Homid form to put in jail on false charges. That character is removed from play until the beginning of the next Regeneration Phase. The Cop is considered to be armed with a .38 pistol. No equipment card is needed."", ""artist_name_printed"": ""John Bridges""}",Rage,Unlimited Edition,Kinfolk Small Town Cop,Kinfolk Small Town Cop
1cc7c30e-5c53-4174-b8cd-77604a69349b,item,"[""rage_unlimited-edition_kinfolk-soldier-of-fortune"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Kinfolk Soldier of Fortune"", ""item_name"": ""Kinfolk Soldier of Fortune"", ""name_printed"": ""Kinfolk Soldier of Fortune"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""4"", ""starting_rage"": ""7"", ""starting_gnosis"": ""0"", ""starting_health"": ""2"", ""requirements"": ""any Garou"", ""text_printed"": ""The Soldier of Fortune is considered to be armed with a shotgun. No equipment card is needed. If the Soldier of Fortune is disarmed, his Rage becomes 3."", ""artist_name_printed"": ""Matt Haley, Tom Simmons""}",Rage,Unlimited Edition,Kinfolk Soldier of Fortune,Kinfolk Soldier of Fortune
7a624447-0c12-450e-bd25-b878f8f02be6,item,"[""rage_unlimited-edition_kinfolk-tv-reporter"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Kinfolk TV Reporter"", ""item_name"": ""Kinfolk TV Reporter"", ""name_printed"": ""Kinfolk TV Reporter"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""1"", ""starting_rage"": ""0"", ""starting_gnosis"": ""0"", ""starting_health"": ""1"", ""requirements"": ""Homid"", ""text_printed"": ""Your pack gains 2 votes during all moots while the TV Reporter is in play, due to his ability to sway public opinion around evets."", ""artist_name_printed"": ""Lawrence Allen Williams""}",Rage,Unlimited Edition,Kinfolk TV Reporter,Kinfolk TV Reporter
c80b3a31-7297-4150-a5dd-c68706462e8c,item,"[""rage_unlimited-edition_kinfolk-veterinarian"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Kinfolk Veterinarian"", ""item_name"": ""Kinfolk Veterinarian"", ""name_printed"": ""Kinfolk Veterinarian"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""0"", ""starting_rage"": ""0"", ""starting_gnosis"": ""0"", ""starting_health"": ""1"", ""requirements"": ""Lupus"", ""text_printed"": ""During your Regeneration Phase, the Veterinarian can cure 1 additional damage card (including an aggravated wound) from 1 character."", ""artist_name_printed"": ""John Bridges""}",Rage,Unlimited Edition,Kinfolk Veterinarian,Kinfolk Veterinarian
9a9a3b5e-8e1e-45b1-9947-cdf01213781b,item,"[""rage_unlimited-edition_song-of-the-great-beast"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Song of the Great Beast"", ""item_name"": ""Song of the Great Beast"", ""name_printed"": ""Song of the Great Beast"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""6"", ""starting_rage"": ""8"", ""starting_gnosis"": ""1"", ""starting_health"": ""5"", ""requirements"": ""Gnosis 7; Lupus, Wendigo"", ""text_printed"": ""The Song summons a legendary white bison. The bison may not take any actions during the turn it is brought into play."", ""artist_name_printed"": ""Richard Kane Ferguson""}",Rage,Unlimited Edition,Song of the Great Beast,Song of the Great Beast
23db3841-f572-47d1-acd6-5ddb81d6a197,item,"[""rage_unlimited-edition_wolf-kinfolk"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Wolf Kinfolk"", ""item_name"": ""Wolf Kinfolk"", ""name_printed"": ""Wolf Kinfolk"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""2"", ""starting_rage"": ""2"", ""starting_gnosis"": ""2"", ""starting_health"": ""2"", ""requirements"": ""Lupus"", ""text_printed"": ""The Wolf Kinfolk is ferocious and loyal."", ""artist_name_printed"": ""John Matson""}",Rage,Unlimited Edition,Wolf Kinfolk,Wolf Kinfolk
a6bcef9d-9d76-49d6-9fc0-48e94b0d1b9f,item,"[""rage_unlimited-edition_wolf-spirit"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Wolf Spirit"", ""item_name"": ""Wolf Spirit"", ""name_printed"": ""Wolf Spirit"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Ally"", ""renown"": ""2"", ""starting_rage"": ""2"", ""starting_gnosis"": ""3"", ""starting_health"": ""2"", ""requirements"": ""Gnosis 4; Philodox, Lupus, Red Talons"", ""text_printed"": ""The Garou can call to duty the spirit of a wolf. The wolf may take no action during the turn it is summoned."", ""artist_name_printed"": ""James Daly""}",Rage,Unlimited Edition,Wolf Spirit,Wolf Spirit
a4b5be31-10f7-429d-8f74-c0d8fb855bfa,item,"[""rage_unlimited-edition_black-spiral-dancer"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Black Spiral Dancer"", ""item_name"": ""Black Spiral Dancer"", ""name_printed"": ""Black Spiral Dancer"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""7"", ""starting_rage"": ""6"", ""starting_gnosis"": ""6"", ""starting_health"": ""6"", ""text_printed"": ""Regenerates. A lone Black Spiral Dancer has stumbled into the Hunting Grounds. He may use any metis, Ragabash or Ahroun Gifts. The Black Spiral Dancer is considered to be in Crinos form."", ""artist_name_printed"": ""Ron Spencer""}",Rage,Unlimited Edition,Black Spiral Dancer,Black Spiral Dancer
b771a555-3106-47d2-90a4-6c1657525365,item,"[""rage_unlimited-edition_deranged-mokole"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Deranged Mokole"", ""item_name"": ""Deranged Mokole"", ""name_printed"": ""Deranged Mokole"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""8"", ""starting_rage"": ""7"", ""starting_gnosis"": ""2"", ""starting_health"": ""8"", ""text_printed"": ""Deranged and corrupted, the Mokole (Werecrocodile) now serves the Wyrm. Any Rage 1 damage cards from the Mokole are aggravated damage."", ""artist_name_printed"": ""Brian LeBlanc""}",Rage,Unlimited Edition,Deranged Mokole,Deranged Mokole
c8d212c6-916d-4c73-b8b3-c130cd5829d8,item,"[""rage_unlimited-edition_elder-vampire"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Elder Vampire"", ""item_name"": ""Elder Vampire"", ""name_printed"": ""Elder Vampire"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""9"", ""starting_rage"": ""7"", ""starting_gnosis"": ""8"", ""starting_health"": ""9"", ""text_printed"": ""This ancient creature exists upon the blood of the living and spreads a network of deceit and destruction. The Elder Vampire is not affected by Rage 1 damage cards and can use any Philodox or Shadow Lord Gifts."", ""artist_name_printed"": ""John Matson""}",Rage,Unlimited Edition,Elder Vampire,Elder Vampire
9453aee8-5f8b-427d-bcb7-20f8f7ed4981,item,"[""rage_unlimited-edition_fomori-(rage-2)"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Fomori (Rage 2)"", ""item_name"": ""Fomori (Rage 2)"", ""name_printed"": ""Fomori"", ""functional_disambiguator"": ""Rage 2"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""4"", ""starting_rage"": ""2"", ""starting_gnosis"": ""0"", ""starting_health"": ""4"", ""text_printed"": ""All fomori in Hunting Grounds automatically combine for pack defense."", ""artist_name_printed"": ""Richard Thomas""}",Rage,Unlimited Edition,Fomori (Rage 2),Fomori (Rage 2)
80217d13-08f2-4c40-9777-23f5f0a0b50a,item,"[""rage_unlimited-edition_fomori-(rage-3)"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Fomori (Rage 3)"", ""item_name"": ""Fomori (Rage 3)"", ""name_printed"": ""Fomori"", ""functional_disambiguator"": ""Rage 3"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""4"", ""starting_rage"": ""3"", ""starting_gnosis"": ""0"", ""starting_health"": ""3"", ""text_printed"": ""All fomori in Hunting Grounds automatically combine for pack defense."", ""artist_name_printed"": ""Stuart P. Beel""}",Rage,Unlimited Edition,Fomori (Rage 3),Fomori (Rage 3)
7edf75da-2276-40a2-9762-6bdd5c8b6b62,item,"[""rage_unlimited-edition_furmling"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Furmling"", ""item_name"": ""Furmling"", ""name_printed"": ""Furmling"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""7"", ""starting_rage"": ""3"", ""starting_gnosis"": ""2"", ""starting_health"": ""3"", ""text_printed"": ""A spirit elemental of balefire infests the area. All damage from a Furmling is aggravated."", ""artist_name_printed"": ""SCAR""}",Rage,Unlimited Edition,Furmling,Furmling
10c3224f-7bf0-4541-bd17-f433104af0d0,item,"[""rage_unlimited-edition_hogling"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Hogling"", ""item_name"": ""Hogling"", ""name_printed"": ""Hogling"", ""release_date"": ""1995-07"", ""rarity"": ""Common"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""5"", ""starting_rage"": ""5"", ""starting_gnosis"": ""4"", ""starting_health"": ""5"", ""text_printed"": ""A spirit elemental of smog infests the area. Hoglings can use any metis Gifts and are unaffected by non-fetish equipment attacks."", ""artist_name_printed"": ""SCAR""}",Rage,Unlimited Edition,Hogling,Hogling
3d12cce4-5778-4b81-8d62-41cc0fb7d452,item,"[""rage_unlimited-edition_pentex-forestry-team"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Pentex Forestry Team"", ""item_name"": ""Pentex Forestry Team"", ""name_printed"": ""Pentex Forestry Team"", ""release_date"": ""1995-07"", ""rarity"": ""Uncommon"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""4"", ""starting_rage"": ""2"", ""starting_gnosis"": ""0"", ""starting_health"": ""3"", ""text_printed"": ""The Pentex Forestry Team will automatically destroy 1 caern in play each Regeneration Phase. If there is more than 1 caern in play, decide randomly which caern is destroyed. The Forestry Team can play 2 combat cards per round."", ""artist_name_printed"": ""SCAR""}",Rage,Unlimited Edition,Pentex Forestry Team,Pentex Forestry Team
5db5b0dd-4ca5-4fdb-bf87-f5acdde17e51,item,"[""rage_unlimited-edition_pentex-refinery"", ""rage_sept-back""]","{""game"": ""Rage"", ""set"": ""Unlimited Edition"", ""functional_name"": ""Pentex Refinery"", ""item_name"": ""Pentex Refinery"", ""name_printed"": ""Pentex Refinery"", ""release_date"": ""1995-07"", ""rarity"": ""Rare"", ""deck"": ""Sept"", ""type_printed"": ""Enemy"", ""renown"": ""14"", ""starting_rage"": ""4"", ""starting_gnosis"": ""6"", ""starting_health"": ""15"", ""text_printed"": ""A Pentex Refinery has set up shop in the area, infesting the region with Wyrm taint. Until razed, the refinery prevents any shapechanger (Garou or otherwise) from regenerating, although Gifts like Mother's Touch still function as normal."", ""artist_name_printed"": ""Stuart P. Beel""}",Rage,Unlimited Edition,Pentex Refinery,Pentex Refinery
